"","distid","intid","lunch","enrol","ptr","found","expp","revpp","avgsal","drop","choice","psa","year","staff","avgben","cpi","rexpp"
"1986",49055,17,49.4199981689453,343,16,6022,6641,7475,31757,2.60999989509583,NA,0,1996,NA,NA,1.56900000572205,6793.37451171875
"1987",49055,17,46.5499992370605,334,16.2000007629395,6177,7023,7623,33023,4.09999990463257,2,NA,1997,NA,NA,1.60500001907349,7023
"1988",49055,17,45.7200012207031,339,17.5,6331,6746,7442,36069,3.5,2,NA,1998,NA,NA,1.62999999523163,6642.53369140625
"1989",49070,17,42.2000007629395,160,NA,NA,3361,NA,27493,NA,NA,NA,1992,100,NA,1.40299999713898,3844.90747070312
"1990",49070,17,42.4000015258789,171,NA,NA,3250,NA,38677,NA,NA,NA,1993,54.7000007629395,9750,1.44500005245209,3609.86157226562
"1991",49070,17,44.4000015258789,174,NA,NA,3411,NA,0,0,NA,NA,1994,0,0,1.48199999332428,3694.09912109375
"1992",49070,17,34.5800018310547,123,20.5,5332,6060,8163,43740,0,NA,0,1995,NA,NA,1.52400004863739,6382.08642578125
"1993",49070,17,31.4799995422363,124,20.7000007629395,5485,6494,7805,46912,0,NA,0,1996,NA,NA,1.56900000572205,6643.001953125
"1994",49070,17,34.8199996948242,129,18.3999996185303,5640,6330,7677,45978,NA,14,NA,1997,NA,NA,1.60500001907349,6330
"1995",49070,17,44.8300018310547,129,18.3999996185303,5794,6627,6736,46326,NA,17,NA,1998,NA,NA,1.62999999523163,6525.35888671875
"1996",49110,17,8.30000019073486,77,NA,NA,7863,NA,30136,0,NA,NA,1992,172.699996948242,6130,1.40299999713898,8995.0927734375
"1997",49110,17,6.90000009536743,70,NA,NA,9326,NA,21381,0,NA,NA,1993,280,5093,1.44500005245209,10358.63671875
"1998",49110,17,10.1999998092651,88,NA,NA,7878,NA,30718,0,NA,NA,1994,155.699996948242,9332,1.48199999332428,8531.841796875
"1999",49110,17,11.2399997711182,89,10.6000003814697,9754,8503,10347,35663,0,NA,0,1995,NA,NA,1.52400004863739,8954.9306640625
"2000",49110,17,12,101,11.6000003814697,9907,7749,9513,33813,3.13000011444092,NA,0,1996,NA,NA,1.56900000572205,7926.79736328125
"2001",49110,17,13.3299999237061,95,10.8000001907349,10062,8947,10318,36921,0,0,NA,1997,NA,NA,1.60500001907349,8947
"2002",49110,17,16.4699993133545,93,10.5,10216,9674,10266,38650,3.40000009536743,0,NA,1998,NA,NA,1.62999999523163,9525.6259765625
"2003",50000,50,16.6000003814697,5684,NA,NA,5027,NA,37036,0,NA,NA,1992,98.5999984741211,7413,1.40299999713898,5750.7734375
"2004",50000,50,18.3999996185303,5669,NA,NA,5363,NA,40885,0.200000002980232,NA,NA,1993,95.3000030517578,8598,1.44500005245209,5956.82666015625
"2005",50000,50,16.2000007629395,520,NA,NA,2580,NA,35110,0,NA,NA,1994,69.1999969482422,8435,1.48199999332428,2794.12963867188
"2006",50000,50,15.9899997711182,5503,23.8999996185303,6094,6252,6811,54282,3.49000000953674,NA,0,1995,NA,NA,1.52400004863739,6584.291015625
"2007",50000,50,15,566,25,0,4286,0,54674,0,NA,43,1996,NA,NA,1.56900000572205,4384.34033203125
"2008",50000,50,16.4699993133545,586,24.7999992370605,0,4444,0,56003,NA,0,0,1997,NA,NA,1.60500001907349,4444
"2009",50000,50,16.8199996948242,5543,23.1000003814697,6548,6701,7684,55221,3.20000004768372,76,58,1998,NA,NA,1.62999999523163,6598.22412109375
"2010",50010,50,26.1000003814697,2527,NA,NA,6765,NA,40311,7.80000019073486,NA,NA,1992,124.400001525879,6568,1.40299999713898,7739.005859375
"2011",50010,50,28.1000003814697,2517,NA,NA,7419,NA,47131,5.59999990463257,NA,NA,1993,109.300003051758,9103,1.44500005245209,8240.48046875
"2012",50010,50,28.7000007629395,2554,NA,NA,7329,NA,46350,3.20000004768372,NA,NA,1994,111.900001525879,12261,1.48199999332428,7937.27734375
"2013",50010,50,27.8600006103516,2603,19.7000007629395,8045,7923,8712,56958,7.21000003814697,NA,0,1995,NA,NA,1.52400004863739,8344.1044921875
"2014",50010,50,27.8799991607666,2675,19.5,8198,7888,8703,57304,3.1800000667572,NA,0,1996,NA,NA,1.56900000572205,8068.98681640625
"2015",50010,50,31.0900001525879,2708,19.2999992370605,8353,8280,9054,57663,4.30000019073486,0,NA,1997,NA,NA,1.60500001907349,8280
"2016",50010,50,31.9899997711182,2712,18.8999996185303,8507,8364,9749,57630,3.20000004768372,0,NA,1998,NA,NA,1.62999999523163,8235.7177734375
"2017",50020,50,14.5,9212,NA,NA,4186,NA,35390,4.09999990463257,NA,NA,1992,82.3000030517578,6231,1.40299999713898,4788.6884765625
"2018",50020,50,18.8999996185303,9044,NA,NA,4732,NA,40030,4,NA,NA,1993,83.3000030517578,7568,1.44500005245209,5255.95849609375
"2019",50020,50,19.2000007629395,8370,NA,NA,5326,NA,49448,1,NA,NA,1994,71.6999969482422,14166,1.48199999332428,5768.03662109375
"2020",50020,50,24.9300003051758,6786,21.7999992370605,5899,6106,6469,57800,11.960000038147,NA,0,1995,NA,NA,1.52400004863739,6430.53125
"2021",50020,50,26.3400001525879,6784,22,6052,6196,6636,59466,-6.21999979019165,NA,0,1996,NA,NA,1.56900000572205,6338.16455078125
"2022",50020,50,27.3799991607666,6836,20.7000007629395,6207,6517,6810,57125,5.90000009536743,0,NA,1997,NA,NA,1.60500001907349,6517
"2023",50020,50,29.2099990844727,6860,20.2000007629395,6361,7062,7569,61033,7.69999980926514,0,NA,1998,NA,NA,1.62999999523163,6953.68701171875
"2024",50030,50,21.8999996185303,6173,NA,NA,4714,NA,37343,3.59999990463257,NA,NA,1992,94.8000030517578,7423,1.40299999713898,5392.70849609375
"2025",50030,50,25.8999996185303,6220,NA,NA,4863,NA,40850,5,NA,NA,1993,89.1999969482422,8236,1.44500005245209,5401.46337890625
"2026",50030,50,26.7000007629395,6142,NA,NA,5461,NA,40032,4.59999990463257,NA,NA,1994,96.8000030517578,11806,1.48199999332428,5914.24072265625
"2027",50030,50,25.9599990844727,6278,22.1000003814697,5852,6197,6563,48750,8.72999954223633,NA,0,1995,NA,NA,1.52400004863739,6526.36767578125
"2028",50030,50,25.7600002288818,6293,22.1000003814697,6005,6449,6767,46786,2.04999995231628,NA,0,1996,NA,NA,1.56900000572205,6596.96923828125
"2029",50030,50,26.0499992370605,6333,22.2999992370605,6160,6699,6911,50004,2.5,0,NA,1997,NA,NA,1.60500001907349,6699
"2030",50030,50,27.1000003814697,6329,22.7999992370605,6314,6672,7208,51830,2.20000004768372,0,NA,1998,NA,NA,1.62999999523163,6569.6689453125
"2031",50040,50,12.8000001907349,4390,NA,NA,4070,NA,31608,4.09999990463257,NA,NA,1992,94.8000030517578,7214,1.40299999713898,4655.9873046875
"2032",50040,50,15.3000001907349,4350,NA,NA,4500,NA,34392,6.09999990463257,NA,NA,1993,97.6999969482422,7885,1.44500005245209,4998.26953125
"2033",50040,50,15.1000003814697,4513,NA,NA,4638,NA,37161,3.59999990463257,NA,NA,1994,89.8000030517578,10667,1.48199999332428,5022.93505859375
"2034",50040,50,18.7600002288818,4410,24.7000007629395,5012,5502,5769,50492,4.88000011444092,NA,0,1995,NA,NA,1.52400004863739,5794.4287109375
"2035",50040,50,16.7000007629395,4519,24.3999996185303,5165,5736,5957,50488,8.31999969482422,NA,0,1996,NA,NA,1.56900000572205,5867.60986328125
"2036",50040,50,16.7099990844727,4644,23.8999996185303,5320,5851,6096,51381,2.90000009536743,33,NA,1997,NA,NA,1.60500001907349,5851
"2037",50040,50,17.7600002288818,4830,23.7999992370605,5474,5745,6249,52831,3.40000009536743,99,NA,1998,NA,NA,1.62999999523163,5656.88671875
"2038",50050,50,6.5,1856,NA,NA,4093,NA,31493,1.20000004768372,NA,NA,1992,91,6314,1.40299999713898,4682.298828125
"2039",50050,50,5.19999980926514,1743,NA,NA,4324,NA,38217,3,NA,NA,1993,80.5999984741211,7903,1.44500005245209,4802.78173828125
"2040",50050,50,4,1677,NA,NA,4736,NA,46038,6.59999990463257,NA,NA,1994,70.9000015258789,13284,1.48199999332428,5129.06884765625
"2041",50050,50,5.03999996185303,1639,22.5,5272,5673,6075,46326,2.66000008583069,NA,0,1995,NA,NA,1.52400004863739,5974.517578125
"2042",50050,50,4.96999979019165,1680,23.2999992370605,5425,5677,5999,48557,0,NA,0,1996,NA,NA,1.56900000572205,5807.25634765625
"2043",50050,50,6.46999979019165,1711,23.7999992370605,5580,5882,6271,50337,3.59999990463257,23,NA,1997,NA,NA,1.60500001907349,5882
"2044",50050,50,6.46999979019165,1761,23.6000003814697,5734,5846,6304,49799,3.5,34,NA,1998,NA,NA,1.62999999523163,5756.33740234375
"2045",50070,50,25,4043,NA,NA,4385,NA,35792,5.69999980926514,NA,NA,1992,79.8000030517578,7066,1.40299999713898,5016.33984375
"2046",50070,50,29,4274,NA,NA,5359,NA,30987,NA,NA,NA,1993,117.699996948242,5847,1.44500005245209,5952.3837890625
"2047",50070,50,34.2999992370605,4151,NA,NA,5465,NA,43894,65.4000015258789,NA,NA,1994,83,10822,1.48199999332428,5918.57275390625
"2048",50070,50,31.5699996948242,2761,18.6000003814697,5687,6306,6794,45715,2.50999999046326,NA,0,1995,NA,NA,1.52400004863739,6641.1611328125
"2049",50070,50,28.6399993896484,2955,21.7999992370605,5840,5850,6363,50227,0,NA,0,1996,NA,NA,1.56900000572205,5984.2255859375
"2050",50070,50,31.7999992370605,2887,24.1000003814697,5995,6468,7087,51136,18.1000003814697,36,NA,1997,NA,NA,1.60500001907349,6468
"2051",50070,50,30.0499992370605,3034,24,6149,6441,7237,57326,5.5,77,NA,1998,NA,NA,1.62999999523163,6342.2119140625
"2052",50080,50,4.59999990463257,9325,NA,NA,4458,NA,36625,2.09999990463257,NA,NA,1992,92.0999984741211,5521,1.40299999713898,5099.85009765625
"2053",50080,50,5.19999980926514,9502,NA,NA,4838,NA,46111,1.79999995231628,NA,NA,1993,79.3000030517578,7910,1.44500005245209,5373.6953125
"2054",50080,50,5.19999980926514,9583,NA,NA,4722,NA,46269,1.10000002384186,NA,NA,1994,73.5,11943,1.48199999332428,5113.90673828125
"2055",50080,50,5.75,9736,26.7000007629395,5103,5358,5652,56680,1.37000000476837,NA,0,1995,NA,NA,1.52400004863739,5642.775390625
"2056",50080,50,3.10999989509583,9980,26.6000003814697,5256,5792,5897,60366,2.30999994277954,NA,0,1996,NA,NA,1.56900000572205,5924.89501953125
"2057",50080,50,6.57999992370605,10248,25.2000007629395,5411,5810,6294,57977,1,0,NA,1997,NA,NA,1.60500001907349,5810
"2058",50080,50,6.6399998664856,10795,24.3999996185303,5565,5817,6256,54635,0.400000005960464,18,58,1998,NA,NA,1.62999999523163,5727.7822265625
"2059",50090,50,26.1000003814697,2840,NA,NA,5404,NA,40709,3.5,NA,NA,1992,96.1999969482422,9282,1.40299999713898,6182.052734375
"2060",50090,50,29.7999992370605,2928,NA,NA,5416,NA,45485,2.40000009536743,NA,NA,1993,87,10685,1.44500005245209,6015.6953125
"2061",50090,50,30.1000003814697,2903,NA,NA,5911,NA,38718,4.19999980926514,NA,NA,1994,106.300003051758,10619,1.48199999332428,6401.5888671875
"2062",50090,50,30.4500007629395,3080,23.1000003814697,6484,6638,7402,47657,5.96000003814697,NA,0,1995,NA,NA,1.52400004863739,6990.806640625
"2063",50090,50,30.8400001525879,3101,25.5,6637,6890,7589,52420,6.59000015258789,NA,0,1996,NA,NA,1.56900000572205,7048.087890625
"2064",50090,50,30.1700000762939,3160,24.8999996185303,6792,7099,7790,50914,4.40000009536743,0,NA,1997,NA,NA,1.60500001907349,7099
"2065",50090,50,37.2200012207031,3171,24.2999992370605,6946,7234,8677,49556,5.5,0,NA,1998,NA,NA,1.62999999523163,7123.04931640625
"2066",50100,50,12.5,4495,NA,NA,5400,NA,39892,4.09999990463257,NA,NA,1992,102.900001525879,7228,1.40299999713898,6177.47705078125
"2067",50100,50,13.1000003814697,4521,NA,NA,5793,NA,43743,4.5,NA,NA,1993,99.5,8629,1.44500005245209,6434.439453125
"2068",50100,50,14.6000003814697,4516,NA,NA,6080,NA,43418,7.09999990463257,NA,NA,1994,101,12324,1.48199999332428,6584.615234375
"2069",50100,50,12.9700002670288,4654,23.8999996185303,6423,6642,6999,58030,4.75,NA,0,1995,NA,NA,1.52400004863739,6995.01953125
"2070",50100,50,15.1400003433228,4778,23.7000007629395,6576,6973,7260,57428,3.02999997138977,NA,0,1996,NA,NA,1.56900000572205,7132.9921875
"2071",50100,50,14.289999961853,4851,23.6000003814697,6731,7082,7468,61885,4.40000009536743,0,NA,1997,NA,NA,1.60500001907349,7082
"2072",50100,50,12.6300001144409,4781,20.3999996185303,6885,7362,8129,56879,5.09999990463257,0,NA,1998,NA,NA,1.62999999523163,7249.0859375
"2073",50120,50,7.30000019073486,3146,NA,NA,5209,NA,31538,2.90000009536743,NA,NA,1992,110.599998474121,9701,1.40299999713898,5958.97705078125
"2074",50120,50,11.5,3107,NA,NA,5309,NA,41981,0,NA,NA,1993,92.5999984741211,9806,1.44500005245209,5896.84765625
"2075",50120,50,14.6000003814697,2955,NA,NA,6278,NA,43475,2.20000004768372,NA,NA,1994,100.800003051758,12051,1.48199999332428,6799.048828125
"2076",50120,50,13.8500003814697,3230,26.1000003814697,6373,6097,7520,55018,2.47000002861023,NA,0,1995,NA,NA,1.52400004863739,6421.052734375
"2077",50120,50,14.6999998092651,3250,26.7000007629395,6526,6326,7677,55689,2.9300000667572,NA,0,1996,NA,NA,1.56900000572205,6471.14697265625
"2078",50120,50,9.13000011444092,3355,25.7000007629395,6681,6630,7844,52324,2,0,NA,1997,NA,NA,1.60500001907349,6630
"2079",50120,50,8.5,3348,22.8999996185303,6835,6079,8618,45634,2.20000004768372,0,NA,1998,NA,NA,1.62999999523163,5985.763671875
"2080",50130,50,8.5,2636,NA,NA,5529,NA,44637,1.20000004768372,NA,NA,1992,90.1999969482422,8291,1.40299999713898,6325.0498046875
"2081",50130,50,9.5,2674,NA,NA,5562,NA,45358,1.60000002384186,NA,NA,1993,89.5999984741211,9871,1.44500005245209,6177.861328125
"2082",50130,50,9.80000019073486,2685,NA,NA,6024,NA,43181,3.5,NA,NA,1994,96.5999984741211,12150,1.48199999332428,6523.9677734375
"2083",50130,50,10.5200004577637,2761,22.3999996185303,6231,6580,7010,50928,0.810000002384186,NA,0,1995,NA,NA,1.52400004863739,6929.72412109375
"2084",50130,50,8.73999977111816,2806,24.5,6384,6735,7165,55429,2.26999998092651,NA,0,1996,NA,NA,1.56900000572205,6889.53173828125
"2085",50130,50,8.72000026702881,2809,24.1000003814697,6539,6820,7217,53515,2.09999990463257,0,NA,1997,NA,NA,1.60500001907349,6820
"2086",50130,50,8.18000030517578,2795,23.7000007629395,6693,7222,7545,57935,2,0,NA,1998,NA,NA,1.62999999523163,7111.23291015625
"2087",50140,50,12.1999998092651,7881,NA,NA,5363,NA,33732,2,NA,NA,1992,115.599998474121,6830,1.40299999713898,6135.14990234375
"2088",50140,50,14.8999996185303,8201,NA,NA,5383,NA,42368,2.5,NA,NA,1993,94.1999969482422,8411,1.44500005245209,5979.04150390625
"2089",50140,50,15.3000001907349,8432,NA,NA,5740,NA,45025,2.29999995231628,NA,NA,1994,91,11828,1.48199999332428,6216.39697265625
"2090",50140,50,14.5799999237061,9172,26.7999992370605,5802,5773,6317,52848,2.47000002861023,NA,0,1995,NA,NA,1.52400004863739,6079.83251953125
"2091",50140,50,14.4399995803833,9237,26.1000003814697,5955,6088,6893,53508,3.71000003814697,NA,0,1996,NA,NA,1.56900000572205,6227.6865234375
"2092",50140,50,12.6499996185303,9727,26.3999996185303,6110,6554,7282,55475,2.5,9,NA,1997,NA,NA,1.60500001907349,6554
"2093",50140,50,13.6199998855591,9991,24.5,6264,6275,7387,52510,3.5,52,NA,1998,NA,NA,1.62999999523163,6178.7578125
"2094",50160,50,43.7999992370605,5349,NA,NA,4509,NA,46746,5,NA,NA,1992,66.4000015258789,9168,1.40299999713898,5158.193359375
"2095",50160,50,51.5,4709,NA,NA,5932,NA,37422,4.09999990463257,NA,NA,1993,110.400001525879,10483,1.44500005245209,6588.830078125
"2096",50160,50,50.5,4617,NA,NA,5770,NA,62628,2.90000009536743,NA,NA,1994,65.8000030517578,15513,1.48199999332428,6248.88671875
"2097",50160,50,42.5299987792969,3132,24.3999996185303,5904,7042,7575,51441,3.15000009536743,NA,0,1995,NA,NA,1.52400004863739,7416.279296875
"2098",50160,50,41.2999992370605,3162,25.2000007629395,6057,7480,7471,51868,4.23999977111816,NA,0,1996,NA,NA,1.56900000572205,7651.625
"2099",50160,50,41.1199989318848,3198,20.3999996185303,6212,7227,7427,45554,9.80000019073486,62,49,1997,NA,NA,1.60500001907349,7227
"2100",50160,50,41.1399993896484,3378,20.6000003814697,6366,7416,8355,47777,6.19999980926514,238,NA,1998,NA,NA,1.62999999523163,7302.2578125
"2101",50170,50,30.2999992370605,1073,NA,NA,4643,NA,29281,6.59999990463257,NA,NA,1992,111.199996948242,6122,1.40299999713898,5311.486328125
"2102",50170,50,25.2000007629395,1072,NA,NA,4647,NA,32550,3.5,NA,NA,1993,96.8000030517578,8260,1.44500005245209,5161.54638671875
"2103",50170,50,30.7000007629395,1016,NA,NA,4976,NA,31500,9,NA,NA,1994,103,10307,1.48199999332428,5388.98779296875
"2104",50170,50,29.3400001525879,1029,26.5,5447,5680,6393,41659,6.8600001335144,NA,0,1995,NA,NA,1.52400004863739,5981.8896484375
"2105",50170,50,29.1100006103516,1089,26.7999992370605,5600,5542,6861,42498,8.75,NA,0,1996,NA,NA,1.56900000572205,5669.15869140625
"2106",50170,50,32.3300018310547,1109,26,5755,6313,6844,42924,11.8999996185303,0,NA,1997,NA,NA,1.60500001907349,6313
"2107",50170,50,31.2900009155273,1127,25.8999996185303,5909,6599,7067,45285,7.30000019073486,0,NA,1998,NA,NA,1.62999999523163,6497.78857421875
"2108",50180,50,9.30000019073486,1761,NA,NA,4036,NA,33747,4.90000009536743,NA,NA,1992,85.4000015258789,7910,1.40299999713898,4617.091796875
"2109",50180,50,9.5,1789,NA,NA,4308,NA,35431,5.90000009536743,NA,NA,1993,85.9000015258789,8155,1.44500005245209,4785.01025390625
"2110",50180,50,9.69999980926514,1810,NA,NA,4570,NA,36955,7.5,NA,NA,1994,83.6999969482422,11132,1.48199999332428,4949.29150390625
"2111",50180,50,11.8299999237061,1753,26.8999996185303,4987,5124,5657,49101,9.61999988555908,NA,0,1995,NA,NA,1.52400004863739,5396.33837890625
"2112",50180,50,10.7700004577637,1754,26.5,5153,5344,5745,51031,4.40000009536743,NA,0,1996,NA,NA,1.56900000572205,5466.61572265625
"2113",50180,50,9.5600004196167,1768,24.7000007629395,5308,5536,6133,47062,4.69999980926514,0,NA,1997,NA,NA,1.60500001907349,5536
"2114",50180,50,10.0799999237061,1774,26,5462,5559,6287,49859,3.79999995231628,0,NA,1998,NA,NA,1.62999999523163,5473.7392578125
"2115",50190,50,8.69999980926514,4192,NA,NA,4855,NA,45139,2.20000004768372,NA,NA,1992,78.8000030517578,9366,1.40299999713898,5554.00927734375
"2116",50190,50,10.1999998092651,4242,NA,NA,5054,NA,45447,3.20000004768372,NA,NA,1993,81.4000015258789,10017,1.44500005245209,5613.6123046875
"2117",50190,50,10.8999996185303,4381,NA,NA,5340,NA,33657,4.59999990463257,NA,NA,1994,111.300003051758,9775,1.48199999332428,5783.1982421875
"2118",50190,50,9.27999973297119,4499,23.5,5780,5857,6365,48503,4.55000019073486,NA,0,1995,NA,NA,1.52400004863739,6168.296875
"2119",50190,50,8.77000045776367,4745,20.3999996185303,5933,5940,6481,42314,0.899999976158142,NA,0,1996,NA,NA,1.56900000572205,6076.29052734375
"2120",50190,50,10.289999961853,4903,23.7999992370605,6088,6158,6625,51074,6.90000009536743,10,NA,1997,NA,NA,1.60500001907349,6158
"2121",50190,50,11.3999996185303,5013,23.3999996185303,6242,6214,6933,50389,6.5,14,NA,1998,NA,NA,1.62999999523163,6118.693359375
"2122",50200,50,16,2096,NA,NA,5734,NA,38273,1.89999997615814,NA,NA,1992,108.699996948242,7895,1.40299999713898,6559.5654296875
"2123",50200,50,15.3000001907349,2170,NA,NA,5895,NA,45049,1.5,NA,NA,1993,95.9000015258789,9331,1.44500005245209,6547.7333984375
"2124",50200,50,16.2999992370605,2189,NA,NA,6105,NA,33749,1.39999997615814,NA,NA,1994,127.199996948242,9073,1.48199999332428,6611.6904296875
"2125",50200,50,16.6499996185303,2248,23.5,7458,6804,8046,53289,3.25,NA,0,1995,NA,NA,1.52400004863739,7165.6298828125
"2126",50200,50,16.1800003051758,2306,23.5,7611,6869,8064,51271,2.46000003814697,NA,0,1996,NA,NA,1.56900000572205,7026.60595703125
"2127",50200,50,16.1599998474121,2278,22.2000007629395,7766,7518,8292,51059,1,0,NA,1997,NA,NA,1.60500001907349,7518
"2128",50200,50,15.1199998855591,2301,22.1000003814697,7920,7348,8863,51079,1.5,0,NA,1998,NA,NA,1.62999999523163,7235.30078125
"2129",50210,50,5.5,22744,NA,NA,4730,NA,36494,1.5,NA,NA,1992,97.9000015258789,6541,1.40299999713898,5411.01220703125
"2130",50210,50,6.19999980926514,23035,NA,NA,5078,NA,40498,0.200000002980232,NA,NA,1993,93.8000030517578,7593,1.44500005245209,5640.26953125
"2131",50210,50,6.30000019073486,23310,NA,NA,5462,NA,44554,2.70000004768372,NA,NA,1994,87.5999984741211,11477,1.48199999332428,5915.32373046875
"2132",50210,50,7.17000007629395,24649,23.5,5739,5767,6374,55255,1.96000003814697,NA,0,1995,NA,NA,1.52400004863739,6073.513671875
"2133",50210,50,6.75,25028,23.7000007629395,5892,5974,6525,56228,2.39000010490417,NA,0,1996,NA,NA,1.56900000572205,6111.07080078125
"2134",50210,50,7.11999988555908,25635,25,6047,6125,6690,59730,2.40000009536743,0,NA,1997,NA,NA,1.60500001907349,6125
"2135",50210,50,6.76000022888184,26081,24.2000007629395,6201,6159,7229,58521,1.89999997615814,0,NA,1998,NA,NA,1.62999999523163,6064.53662109375
"2136",50220,50,43.4000015258789,7589,NA,NA,3934,NA,31269,4.5,NA,NA,1992,97.6999969482422,5052,1.40299999713898,4500.40625
"2137",50220,50,45.0999984741211,6931,NA,NA,4762,NA,36566,4.59999990463257,NA,NA,1993,98.6999969482422,5461,1.44500005245209,5289.2802734375
"2138",50220,50,44.2000007629395,6360,NA,NA,5174,NA,54183,8.10000038146973,NA,NA,1994,70.5,12308,1.48199999332428,5603.4208984375
"2139",50220,50,47.0900001525879,4392,23.8999996185303,6149,6635,7438,47609,16.7900009155273,NA,0,1995,NA,NA,1.52400004863739,6987.6474609375
"2140",50220,50,52.7900009155273,4384,23.2999992370605,6302,6981,7972,46427,9.43000030517578,NA,0,1996,NA,NA,1.56900000572205,7141.17578125
"2141",50220,50,53.7599983215332,4538,24.2000007629395,6457,7018,8002,51475,8.69999980926514,0,NA,1997,NA,NA,1.60500001907349,7018
"2142",50220,50,56.2999992370605,4476,22.8999996185303,6611,7388,8635,50020,6.30000019073486,0,NA,1998,NA,NA,1.62999999523163,7274.68701171875
"2143",50230,50,7.30000019073486,13719,NA,NA,6968,NA,45344,3.90000009536743,NA,NA,1992,113.599998474121,8652,1.40299999713898,7971.23291015625
"2144",50230,50,9.19999980926514,13684,NA,NA,6838,NA,51443,5.19999980926514,NA,NA,1993,98.6999969482422,10428,1.44500005245209,7595.1484375
"2145",50230,50,9.60000038146973,13531,NA,NA,7171,NA,46658,3.79999995231628,NA,NA,1994,107.400001525879,13743,1.48199999332428,7766.1640625
"2146",50230,50,10.6400003433228,13973,23.8999996185303,7582,7821,8344,62484,3.01999998092651,NA,0,1995,NA,NA,1.52400004863739,8236.6826171875
"2147",50230,50,11.8500003814697,14063,23.7999992370605,7735,8168,8832,61617,3.91000008583069,NA,0,1996,NA,NA,1.56900000572205,8355.4111328125
"2148",50230,50,13.5100002288818,14132,23.1000003814697,7890,8332,8654,61628,3,0,NA,1997,NA,NA,1.60500001907349,8332
"2149",50230,50,14.0100002288818,14373,22.6000003814697,8044,8177,9482,60860,2.70000004768372,0,NA,1998,NA,NA,1.62999999523163,8051.5859375
"2150",50240,50,6.40000009536743,2315,NA,NA,6576,NA,32383,2.09999990463257,NA,NA,1992,136.899993896484,7296,1.40299999713898,7522.7939453125
"2151",50240,50,8.19999980926514,2331,NA,NA,6618,NA,37519,0,NA,NA,1993,120.5,8973,1.44500005245209,7350.78857421875
"2152",50240,50,8,2430,NA,NA,6849,NA,34413,1.79999995231628,NA,NA,1994,129.100006103516,10499,1.48199999332428,7417.439453125
"2153",50240,50,10.8599996566772,2784,28.2999992370605,7239,6284,7253,57150,2.6800000667572,NA,0,1995,NA,NA,1.52400004863739,6617.99169921875
"2154",50240,50,11.0500001907349,2849,23.2999992370605,7392,7066,7783,49889,5.76000022888184,NA,0,1996,NA,NA,1.56900000572205,7228.1259765625
"2155",50240,50,13.2299995422363,2895,23.6000003814697,7547,7084,7955,53851,1.20000004768372,0,NA,1997,NA,NA,1.60500001907349,7084
"2156",50240,50,13.5,2953,22.2000007629395,7701,6908,8803,49009,0.899999976158142,0,NA,1998,NA,NA,1.62999999523163,6802.04931640625
"2157",51020,51,35.2999992370605,562,NA,NA,3625,NA,26050,0,NA,NA,1992,91.0999984741211,5590,1.40299999713898,4146.91748046875
"2158",51020,51,35.0999984741211,519,NA,NA,3943,NA,34167,0,NA,NA,1993,93.1999969482422,NA,1.44500005245209,4379.59521484375
"2159",51020,51,40.7000007629395,514,NA,NA,4339,NA,37803,0,NA,NA,1994,72.0999984741211,11330,1.48199999332428,4699.11962890625
"2160",51020,51,42.7099990844727,386,21.5,4910,4937,5326,39585,0,NA,0,1995,NA,NA,1.52400004863739,5199.3994140625
"2161",51020,51,36.3899993896484,382,20.3999996185303,5139,5077,5588,40532,0,NA,0,1996,NA,NA,1.56900000572205,5193.4892578125
"2162",51020,51,31.2099990844727,369,16.8999996185303,5308,6040,6542,37469,0,0,NA,1997,NA,NA,1.60500001907349,6040
"2163",51020,51,37.9599990844727,330,19.2000007629395,5462,5913,6950,42729,0,28,NA,1998,NA,NA,1.62999999523163,5822.31005859375
"2164",51045,51,61,786,NA,NA,3690,NA,29435,7.59999990463257,NA,NA,1992,84.3000030517578,6932,1.40299999713898,4221.27587890625
"2165",51045,51,55.9000015258789,820,NA,NA,3750,NA,28349,4.19999980926514,NA,NA,1993,86.9000015258789,6760,1.44500005245209,4165.224609375
"2166",51045,51,58.9000015258789,843,NA,NA,4381,NA,25759,4.5,NA,NA,1994,105.099998474121,8784,1.48199999332428,4744.60546875
"2167",51045,51,60.4799995422363,842,22.3999996185303,4225,5123,5495,37578,4.80999994277954,NA,0,1995,NA,NA,1.52400004863739,5395.28515625
"2168",51045,51,59.0499992370605,871,21.5,4528,5497,5833,36696,7.5,NA,0,1996,NA,NA,1.56900000572205,5623.1259765625
"2169",51045,51,54.3899993896484,887,20.6000003814697,4835,5435,5978,36433,2.09999990463257,0,NA,1997,NA,NA,1.60500001907349,5435
"2170",51045,51,53.4599990844727,925,20.6000003814697,5170,5853,6493,38763,5.80000019073486,2,NA,1998,NA,NA,1.62999999523163,5763.22998046875
"2171",51060,51,28.7000007629395,460,NA,NA,5202,NA,26693,2.20000004768372,NA,NA,1992,140.199996948242,6294,1.40299999713898,5950.96923828125
"2172",51060,51,31.1000003814697,450,NA,NA,5615,NA,36691,3.5,NA,NA,1993,111.5,7563,1.44500005245209,6236.72998046875
"2173",51060,51,34.5999984741211,483,NA,NA,5503,NA,40219,1.29999995231628,NA,NA,1994,95.3000030517578,11272,1.48199999332428,5959.7265625
